frame,altitude,airspeed,direction
2275,23.07592462121354,31.560347352236885,29.22899581011103
2276,23.07600211793142,31.56031021971297,29.228137087943537
2277,23.076079538120847,31.560343271629318,29.227441715237546
2278,23.07615366726871,31.560437918786544,29.226913679149533
2279,23.076221758005186,31.56058389978106,29.226557757992424
2280,23.076281596087323,31.560770091762386,29.226378551933834
2281,23.076331537515838,31.560986629192833,29.226378449135098
2282,23.076370518208787,31.561230377634736,29.226555646829553
2283,23.076398038644708,31.56151455371217,29.22690280839443
2284,23.07641412667638,31.561879279646245,29.227406332561017
2285,23.07641928229216,31.562396841039895,29.228046009451692
2286,23.076414408462536,31.56316718479989,29.228794969515732
2287,23.076400732362256,31.56430432362556,29.229620061039583
2288,23.076379721218185,31.565918059702636,29.230482904372508
2289,23.076352996820784,31.56809575577385,29.231341759054704
2290,23.07632225237938,31.57088740248106,29.232153976951068
2291,23.076289174928032,31.574295933537037,29.232878494119365
2292,23.076255375930725,31.578274509308564,29.23347791622318
2293,23.076222332124072,31.582732643235154,29.233920097441814
2294,23.07619133800294,31.587551462617803,29.234179293998793
2295,23.076163470728087,31.592604965490587,29.234236965063463
2296,23.07613956764035,31.597781922716003,29.234082253939775
2297,23.07612021602446,31.60300377806781,29.233712163035808
2298,23.0761057542941,31.608235997346846,29.233131430827896
2299,23.07609628338123,31.613492144890735,29.232352096371756
2300,23.076091686813935,31.618831188139758,29.23139271422704
2301,23.07609165776176,31.62434927627823,29.23027732802248
2302,23.076095731214433,31.63016761757286,29.229034552726148
2303,23.07610331943442,31.63641818565157,29.22769701871883
2304,23.07611374887821,31.643228896396018,29.226300976010208
2305,23.0761262969048,31.650709679546033,29.22488552591894
2306,23.076140226770445,31.658940575468485,29.2234910827555
2307,23.076154819633214,31.667962659809923,29.22215719569046
2308,23.076169402545315,31.67777226922619,29.220920249194236
2309,23.07618337168213,31.688318693877882,29.219811471865672
2310,23.07619621033103,31.69950523339478,29.21885543231501
2311,23.076207501429163,31.711193292824483,29.218069074454565
2312,23.076216934687064,31.723209028798017,29.217461266460422
2313,23.07622430855559,31.73535194467329,29.21703268849568
2314,23.07622952748144,31.74740477436479,29.216775765386988
2315,23.07623259504636,31.759143983069954,29.216674546876963
2316,23.07623360369504,31.770350242563048,29.216704847511696
2317,23.076232721826283,31.780818301477304,29.216835048078682
2318,23.076230179052086,31.790365758864375,29.21702765425457
2319,23.076226250423186,31.798840354114198,29.217241406132263
2320,23.076221240380956,31.806125500220396,29.217433574315084
2321,23.07621546712924,31.81214390325352,29.21756205553574
2322,23.076209248031486,31.81685922253616,29.217587072925046
2323,23.076202886534016,31.820275828247084,29.217472546873086
2324,23.076196661001983,31.8224368020116,29.217187282047934
2325,23.076190815735668,31.82342039862906,29.21670603990059
2326,23.076185554317103,31.82333524175241,29.216010458143817
2327,23.076181035324947,31.822314562438926,29.215089653373216
2328,23.076177370353474,31.820509807357304,29.21394029681605
2329,23.076174602785837,31.818083944201142,29.212566123713604
2330,23.07617257742022,31.815204777320112,29.210977103250162
2331,23.07617060480673,31.812038559034114,29.20918863932157
2332,23.07616702455182,31.808744144172927,29.20722110974403
2333,23.076158956873964,31.805467889892675,29.205099786440133
2334,23.076142337543455,31.802339452601252,29.202854897195056
2335,23.07611195713005,31.799468581619244,29.200521523984765
2336,23.076061200374863,31.796942957545618,29.19813911849815
2337,23.07598152638641,31.794827074426998,29.195750433201923
2338,23.075862001615132,31.793162120623045,29.1933996128015
2339,23.07568919691266,31.791966775192385,29.191129295737653
2340,23.075447663760254,31.791238805744747,29.188976985973472
2341,23.07512106953177,31.790957330642733,29.186971471409194
2342,23.07469380698522,31.79108559341382,29.18513025539744
2343,23.074152733274868,31.791574090101484,29.183458712811586
2344,23.0734888822228,31.792363890569852,29.18195131182364
2345,23.072699177338063,31.7933900017344,29.180594859798607
2346,23.071787994463858,31.794584633367357,29.179373163347933
2347,23.070768124916565,31.79588024441791,29.178271808005732
2348,23.06966063638563,31.797212268507344,29.17728129677556
2349,23.06849341977451,31.798521440194044,29.176397211596395
2350,23.067298683224262,31.799755667568355,29.175617600884095
2351,23.06610996425439,31.800871420624254,29.174939147610488
2352,23.064959215483267,31.80183462766923,29.174353583603576
2353,23.06387433808261,31.802621092927758,29.17384493015757
2354,23.062877362824292,31.803216466784484,29.1733877611818
2355,23.06198335013246,31.803615815296276,29.17294687462139
2356,23.06119998977891,31.803822847354958,29.172478660041946
2357,23.060527820601163,31.803848866056576,29.171933898205737
2358,23.059960954661033,31.8037115154468,29.17126142501256
2359,23.059488173223652,31.803433395029096,29.170412160481902
2360,23.059094259217144,31.80304061253245,29.16934300267478
2361,23.058761438520985,31.802561340828568,29.168020076185982
2362,23.058470817244253,31.802024438028134,29.16642097069179
2363,23.05820372137722,31.801458181182603,29.164535788230936
2364,23.057942866623716,31.800889154204164,29.162367051392053
2365,23.057673308095172,31.80034132011989,29.159928767304294
2366,23.057383140522955,31.799835297100437,29.15724500242574
2367,23.057063938731527,31.799387847308374,29.15434822520173
2368,23.056710944631742,31.799011577898575,29.15127756826884
2369,23.05632302052744,31.79871484480541,29.148077094918776
2370,23.05590239889312,31.798501842526072,29.14479408861541
2371,23.055454265975737,31.79837285713382,29.141477252873482
2372,23.054986220750063,31.798324655329857,29.138174608162416
2373,23.054507652180032,31.798350979493,29.13493108434562
2374,23.054029076757313,31.79844311737012,29.131786227066414
2375,23.053561475306946,31.79859051516619,29.12877253079142
2376,23.053115663500915,31.798781404189903,29.125914576714035
2377,23.052701724842603,31.799003413700326,29.12322878611185
2378,23.05232852850369,31.799244145968522,29.120723479274044
2379,23.052003347706314,31.799491693585544,29.118399087983743
2380,23.05173158770229,31.799735083482723,29.116248599970913
2381,23.051516626112242,31.79996463675503,29.1142583669813
2382,23.05135976269852,31.800172237982913,29.112409309611035
2383,23.051260270745598,31.800351512143273,29.110678452645526
2384,23.05121553824034,31.800497911225712,29.109040643556593
2385,23.05122128405436,31.80060871619674,29.107470200970962
2386,23.051271832351343,31.8006829628871,29.105942207888713
2387,23.05136042744655,31.800721302654672,29.104433345387914
2388,23.05147957126655,31.800725810270286,29.10292241055907
2389,23.051621366294523,31.800699752389853,29.1013907016502
2390,23.051777848316657,31.80064733024455,29.099822304699668
2391,23.051941295268545,31.800573409856618,29.098204270210285
2392,23.052104479471662,31.800483252245506,29.096526757834845
2393,23.052260743519195,31.800382254815737,29.09478309087441
2394,23.052403686967377,31.80027571351045,29.092969429554454
2395,23.052526358303364,31.800168613474035,29.091084034910363
2396,23.05262016028298,31.800065453993774,29.089126558413874
2397,23.05267388564719,31.799970111479134,29.08709765200411
2398,23.0526732304676,31.799885742275855,29.08499866337818
2399,23.052600932533448,31.799814725276242,29.082831069075503
2400,23.052437515776273,31.79975864264049,29.080595676763274
2401,23.052162519553686,31.799718295535435,29.07829194069064
2402,23.051756038742194,31.799693750660744,29.07591770149265
2403,23.0512003842945,31.79968441248787,29.073469463646354
2404,23.050481683507197,31.79968911558897,29.070943160714144
2405,23.04959126588407,31.79970623117419,29.06833526689133
2406,23.04852671701229,31.79973378196724,29.065644074372933
2407,23.047292523642607,31.79976955980289,29.06287092762607
2408,23.04590027386443,31.79981124079095,29.060021117231717
2409,23.044368413743793,31.799856493518668,29.05710408062952
2410,23.042721593905537,31.799903076514717,29.054132840241728
2411,23.040989665000676,31.79994892202911,29.051123129545477
2412,23.039206399222618,31.799992204051826,29.048092713348925
2413,23.037408026004794,31.8000313893588,29.04506085155754
2414,23.03563167417229,31.80006527120154,29.0420475074628
2415,23.03391381087867,31.80009298601565,29.0390721856426
2416,23.03228876060454,31.800114014189667,29.036152671397677
